id,Taste,Canonical SMILES,Canonicalized Taste Intermediary,Canonicalized Taste,Canonicalized SMILES,Source,Original Labels
PMTDB00097,bitter,COC1=C(OC)C(OC)=C2C(=O)C(O)C(OC2=C1)C1=CC=CC=C1,bitter,bitter,COc1cc2c(c(OC)c1OC)C(=O)C(O)C(c1ccccc1)O2,phytocompounds_db,bitter
PMTDB00098,astringent; bitter,OC(=O)C1C2OC(=O)C3=C(C(O)=C(O)C(O)=C13)C1=C(O)C(O)=C(O)C3=C1C(=O)OC2C1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C2C(=O)OCC1OC(=O)C1=CC(O)=C(O)C(O)=C31,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C(=O)O,phytocompounds_db,astringent; bitter
PMTDB00099,sweet,CC(=O)OC1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC,sweet,sweet,COc1ccc(C2Oc3cc(O)cc(O)c3C(=O)C2OC(C)=O)cc1,phytocompounds_db,sweet
PMTDB00100,bitter masking;,__,bitter,bitter,,phytocompounds_db,bitter masking;
PMTDB00101,astringent,OCC1OC(OC2=CNC3=CC=CC=C23)C(O)C(O)C1O,undefined,undefined,OCC1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,phytocompounds_db,astringent
PMTDB00102,bitter,CC1C2CC\C(C)=C\CC(O)\C(C)=C\C2OC1=O,bitter,bitter,C/C1=C\CC(O)/C(C)=C/C2OC(=O)C(C)C2CC1,phytocompounds_db,bitter
PMTDB00103,bitter,CC1CC2C(CCC(=CCC1O)C)C(C(=O)O2)C,bitter,bitter,CC1=CCC(O)C(C)CC2OC(=O)C(C)C2CC1,phytocompounds_db,bitter
PMTDB00104,pungent,C=CCC#N,undefined,undefined,C=CCC#N,phytocompounds_db,pungent
PMTDB00105,astringent;,OCC1OC(C(O)C(O)C1O)N1C=C(CC(O)=O)C2=CC=CC=C12,undefined,undefined,O=C(O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,phytocompounds_db,astringent;
PMTDB00106,bitter; pungent,CC(C)C\C=C1/OC(=O)c2ccccc12,bitter,bitter,CC(C)C/C=C1\OC(=O)c2ccccc21,phytocompounds_db,bitter; pungent
PMTDB00107,bitter; pungent;,CC1CCCC(=O)C1,bitter,bitter,CC1CCCC(=O)C1,phytocompounds_db,bitter; pungent;
PMTDB00108,bitter,CC1CC2=C(C(=CC(=C2)OC)O)C(=O)O1,bitter,bitter,COc1cc(O)c2c(c1)CC(C)OC2=O,phytocompounds_db,bitter
PMTDB00109,astringent;,COC(=O)CC1=CN(C2OC(CO)C(O)C(O)C2O)C2=CC=CC=C12,undefined,undefined,COC(=O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,phytocompounds_db,astringent;
PMTDB00110,bitter,[H]C12CC(C)(C)CCC1(CCC1(C)C2=CCC2([H])C3(C)CCC(OC4OC(C(O)C(OC5OCC(O)C(O)C5O)C4O)C(O)=O)C(C)(C)C3([H])CCC12C)C(=O)OC1OC(CO)C(O)C(O)C1O,bitter,bitter,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,phytocompounds_db,bitter
PMTDB00111,bitter,[H]C1(C)CCC2(OC3CC4C5CC=C6CC(CCC6(C)C5CCC4(C)C3C2C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(OC)C(O)C2O)OC1,bitter,bitter,COC1C(C)OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)CO6)C(C)C54)C3)OC(CO)C(OC3OC(C)C(O)C(O)C3O)C2O)C(O)C1O,phytocompounds_db,bitter
PMTDB00112,bitter,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)O)C,bitter,bitter,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,phytocompounds_db,bitter
PMTDB00113,bitter,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,bitter,bitter,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,phytocompounds_db,bitter
PMTDB00114,bitter; acrid; pungent,CC1C[C@H](CC(=O)O1)OC1OC(CO)C(O)C(O)C1O,bitter,bitter,CC1C[C@@H](OC2OC(CO)C(O)C(O)C2O)CC(=O)O1,phytocompounds_db,bitter; acrid; pungent
PMTDB00115,bitter,CC1C2C3OC(=O)C(=C)C3C(CC2(COC1=O)C=C)OC(=O)C(=C)CO,bitter,bitter,C=CC12COC(=O)C(C)C1C1OC(=O)C(=C)C1C(OC(=O)C(=C)CO)C2,phytocompounds_db,bitter
PMTDB00116,bitter (insufficient evidence),C1=CC=C(C(=C1)C(=O)C=CC2=CC=C(C=C2)O)O,bitter,bitter,O=C(C=Cc1ccc(O)cc1)c1ccccc1O,phytocompounds_db,bitter (insufficient evidence)
PMTDB00117,bitter; umami,CC(C)CNC(=O)C=CCCC1=CC2=C(C=C1)OCO2,bitter,bitter,CC(C)CNC(=O)C=CCCc1ccc2c(c1)OCO2,phytocompounds_db,bitter; umami
PMTDB00118,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(OC(C)=O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(OC(C)=O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(OC(C)=O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(OC(C)=O)C2O)ccc1O,phytocompounds_db,bitter
PMTDB00119,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(OC(C)=O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(OC(C)=O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2O)ccc1O,phytocompounds_db,bitter
PMTDB00120,bitter,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=C(C=C3)O,bitter,bitter,COc1ccc2oc(-c3ccc(O)cc3)cc(=O)c2c1,phytocompounds_db,bitter
PMTDB00121,bitter,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,bitter,bitter,COc1ccc2c(=O)cc(-c3ccc(O)cc3)oc2c1,phytocompounds_db,bitter
PMTDB00122,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(O)C2OC(C)=O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2OC(C)=O)ccc1O,phytocompounds_db,bitter
PMTDB00123,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(OC(C)=O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(OC(C)=O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2O)ccc1O,phytocompounds_db,bitter
PMTDB00124,bitter; phenolic,COC1=CC=C(C=C1)O,bitter,bitter,COc1ccc(O)cc1,phytocompounds_db,bitter; phenolic
PMTDB00125,bitter ( electronic tongue),CC(=CCC1=C(C2=CC=CC=C2NC1=O)OC)C,bitter,bitter,COc1c(CC=C(C)C)c(=O)[nH]c2ccccc12,phytocompounds_db,bitter ( electronic tongue)
PMTDB00126,pungent (radish-like),CSC=CCCN=C=S,undefined,undefined,CSC=CCCN=C=S,phytocompounds_db,pungent (radish-like)
PMTDB00127,bitter,CC1=CC(=O)OC2=C1C=CC(=C2)O,bitter,bitter,Cc1cc(=O)oc2cc(O)ccc12,phytocompounds_db,bitter
PMTDB00128,bitter; pungent; sweet;,CC1=CCC(CC1)(C(C)C)O,sweet,sweet,CC1=CCC(O)(C(C)C)CC1,phytocompounds_db,bitter; pungent; sweet;
PMTDB00128,bitter; pungent; sweet;,CC1=CCC(CC1)(C(C)C)O,bitter,bitter,CC1=CCC(O)(C(C)C)CC1,phytocompounds_db,bitter; pungent; sweet;
PMTDB00129,bitter,C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=CC=C3O2)O)O,bitter,bitter,O=c1cc(-c2ccccc2O)oc2cccc(O)c12,phytocompounds_db,bitter
PMTDB00130,bitter,C1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O,bitter,bitter,O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,phytocompounds_db,bitter
PMTDB00131,bitter,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC,bitter,bitter,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,phytocompounds_db,bitter
PMTDB00132,bitter,COC1=CC=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(O)C(OC)=C2O1,bitter,bitter,COc1cccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)c1,phytocompounds_db,bitter
PMTDB00133,bitter,CC(=CCC1=C(C(=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)CC=C(C)C)O)C,bitter,bitter,COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,phytocompounds_db,bitter
PMTDB00134,astringent,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,undefined,undefined,O=C(O)Cc1c[nH]c2ccc(O)cc12,phytocompounds_db,astringent
PMTDB00135,bitter,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,bitter,bitter,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,phytocompounds_db,bitter
PMTDB00136,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(OC(C)=O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(OC(C)=O)C2O)ccc1O,phytocompounds_db,bitter
PMTDB00137,bitter,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)O,bitter,bitter,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,phytocompounds_db,bitter
PMTDB00138,bitter,C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O,bitter,bitter,O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,phytocompounds_db,bitter
PMTDB00139,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(COC(C)=O)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2O)ccc1O,phytocompounds_db,bitter
PMTDB00140,pungent (insufficient evidence),CCCCCC(=O)C=C(C=CC1=CC(=C(C=C1)O)OC)O,undefined,undefined,CCCCCC(=O)C=C(O)C=Cc1ccc(O)c(OC)c1,phytocompounds_db,pungent (insufficient evidence)
PMTDB00141,pungent,CCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)O)O,undefined,undefined,CCCCCC(O)CC(O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00142,pungent,CCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCC(=O)CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00143,pungent,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,undefined,undefined,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00144,pungent,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)S(=O)(=O)O,undefined,undefined,CCCCCC(CC(=O)CCc1ccc(O)c(OC)c1)S(=O)(=O)O,phytocompounds_db,pungent
PMTDB00145,sweet,CC(=O)OC1C(OC2=C(C1=O)C(=C(C(=C2)O)OC)O)C3=CC=C(C=C3)O,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,phytocompounds_db,sweet
PMTDB00146,bitter,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O,bitter,bitter,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,phytocompounds_db,bitter
PMTDB00147,bitter,CC1CC2=C(C(=CC(=C2)OC)O)C(=O)O1,bitter,bitter,COc1cc(O)c2c(c1)CC(C)OC2=O,phytocompounds_db,bitter
PMTDB00148,bitter,-,bitter,bitter,,phytocompounds_db,bitter
PMTDB00149,bitter-masking,COC1=C(C(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O)OC,bitter,bitter,COc1cc2c(c(O)c1OC)C(=O)CC(c1ccc(O)cc1)O2,phytocompounds_db,bitter-masking
PMTDB00150,sweet,COC1=C(C2=C(C=C1O)OC(C(C2=O)O)C3=CC(=C(C=C3)O)O)O,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,phytocompounds_db,sweet
PMTDB00151,pungent,CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00152,bitter,CC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O)C,bitter,bitter,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,phytocompounds_db,bitter
PMTDB00153,pungent,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00154,bitter,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O)O,bitter,bitter,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,phytocompounds_db,bitter
PMTDB00155,bitter,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,bitter,bitter,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,phytocompounds_db,bitter
PMTDB00156,bitter,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3O)O)O,bitter,bitter,O=c1c(-c2ccc(O)cc2)coc2c(O)c(O)ccc12,phytocompounds_db,bitter
PMTDB00157,bitter,C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,bitter,bitter,O=c1c(-c2ccccc2)coc2cc(O)ccc12,phytocompounds_db,bitter
PMTDB00158,bitter,COC1=CC2=C(C=C1)C=CC(=O)O2,bitter,bitter,COc1ccc2ccc(=O)oc2c1,phytocompounds_db,bitter
PMTDB00159,astringent,COC1=CC(=C2C(C(C(OC2=C1)C3=CC=C(C=C3)O)OC4C(C(C(O4)C(CO)O)O)O)O)O,undefined,undefined,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)C(OC1OC(C(O)CO)C(O)C1O)C2O,phytocompounds_db,astringent
PMTDB00160,pungent,CCCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00161,bitter; pungent (scratchy),OC(=O)CCCCCCCC1OC(=O)C=C1,bitter,bitter,O=C(O)CCCCCCCC1C=CC(=O)O1,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00162,bitter,CC1C2C(OC1=O)C1C(C)=CC(=O)C1=C(C)CC2OS(O)(=O)=O,bitter,bitter,CC1=CC(=O)C2=C(C)CC(OS(=O)(=O)O)C3C(C)C(=O)OC3C12,phytocompounds_db,bitter
PMTDB00163,bitter,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C(=CC2=O)CO,bitter,bitter,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(CO)C12,phytocompounds_db,bitter
PMTDB00164,bitter,CC1=C2C(C3OC(=O)C(=C)C3CC1)C(COS([O-])(=O)=O)=CC2=O,bitter,bitter,C=C1C(=O)OC2C1CCC(C)=C1C(=O)C=C(COS(=O)(=O)[O-])C12,phytocompounds_db,bitter
PMTDB00165,pungent,CCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,undefined,undefined,CCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00166,bitter,C\C=C(\C)C(=O)OC1CC(C)=CCC\C(C)=C\C(O)C1C(C)C,bitter,bitter,C/C=C(/C)C(=O)OC1CC(C)=CCC/C(C)=C/C(O)C1C(C)C,phytocompounds_db,bitter
PMTDB00167,pungent,CCCCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00168,bitter,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O)C,bitter,bitter,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc12,phytocompounds_db,bitter
PMTDB00169,bitter,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C,bitter,bitter,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,phytocompounds_db,bitter
PMTDB00170,pungent,CCCCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00171,bitter; pungent (scratchy),CCCCCC(C=CC(C(CCCCCCCC(=O)O)O)O)O,bitter,bitter,CCCCCC(O)C=CC(O)C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00172,pungent (insufficient evidence),CC1=CCCC2(C(O2)C3C(CC1O)C(=C)C(=O)O3)C,undefined,undefined,C=C1C(=O)OC2C1CC(O)C(C)=CCCC1(C)OC21,phytocompounds_db,pungent (insufficient evidence)
PMTDB00173,bitter; pungent (scratchy),CCCCCC=CC=CC(CCCCCCCC(=O)O)O,bitter,bitter,CCCCCC=CC=CC(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00174,bitter; pungent (scratchy),[H]C(O)(CCCCCCCC(O)=O)C([H])(O)\C=C\C(=O)CCCCC,bitter,bitter,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00175,bitter; pungent (scratchy) r{1],CCCCCC(=O)\C=C\C(O)C(O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy) r{1]
PMTDB00176,bitter; pungent (scratchy) r{1],CCCCCC(=O)\C=C\C(O)C(O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy) r{1]
PMTDB00177,bitter; pungent (scratchy),[H]C(O)(CCCCCCCC(O)=O)C([H])(O)\C=C\C(=O)CCCCC,bitter,bitter,CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00178,bitter,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,bitter,bitter,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,phytocompounds_db,bitter
PMTDB00179,sweet,CC1=CCC(OC1=O)C(C)C2CCC3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C,sweet,sweet,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,phytocompounds_db,sweet
PMTDB00180,sweet,COC(=O)C1OC(OC2C(O)C(O)C(CO)OC2OC2CCC34CC33CCC5(C)C(CCC5(C)C3CCC4C2(C)C(O)=O)C(C)C2CC=C(C)C(=O)O2)C(O)C(O)C1O,sweet,sweet,COC(=O)C1OC(OC2C(OC3CCC45CC46CCC4(C)C(C(C)C7CC=C(C)C(=O)O7)CCC4(C)C6CCC5C3(C)C(=O)O)OC(CO)C(O)C2O)C(O)C(O)C1O,phytocompounds_db,sweet
PMTDB00181,sweet,CC1=CCC(OC1=O)C(C)C2CCC3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C(=O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,sweet,sweet,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,phytocompounds_db,sweet
PMTDB00182,sweet,CC1=CCC(OC1=O)C(C)C2CCC3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C(=O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C(=O)O)O)O)O)C)C,sweet,sweet,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(CO)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,phytocompounds_db,sweet
PMTDB00183,sweet,CC1=CCC(OC1=O)C(C)C2CCC3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C(=O)O)OC7C(C(C(C(O7)C(=O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,sweet,sweet,CC1=CCC(C(C)C2CCC3(C)C4CCC5C(C)(C(=O)O)C(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)OC1=O,phytocompounds_db,sweet
PMTDB00184,bitter,CC1C2CCC(C3C4C5C=C(C6(C4C(=C3C2OC1=O)C)C5C(CCC7C6OC(=O)C7C)(C)O)C)(C)O,bitter,bitter,CC1=CC2C3C4C(=C(C)C3C13C1OC(=O)C(C)C1CCC(C)(O)C23)C1OC(=O)C(C)C1CCC4(C)O,phytocompounds_db,bitter
PMTDB00185,bitter,CC1C2CCC(C3=C(C2OC1=O)C4(C(C3O)C5(C6=C(C4C5=O)C(CCC7C6OC(=O)C7C)(C)O)C)C)(C)O,bitter,bitter,CC1C(=O)OC2C3=C(C4C(=O)C3(C)C3C(O)C5=C(C6OC(=O)C(C)C6CCC5(C)O)C43C)C(C)(O)CCC12,phytocompounds_db,bitter
PMTDB00186,sweet,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2OC(=O)C)O)OC3C(OC(C(C3OC(=O)C)O)OC4C(OC(C(C4OC(=O)C)O)OC)CO)CO)CO)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)C(=O)[O-])OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)O,sweet,sweet,COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(C(=O)[O-])C(OC7OC(CO)C(OC8OC(CO)C(OC)C(OC(C)=O)C8O)C(OC(C)=O)C7O)C(OC(C)=O)C6O)C(OC(C)=O)C5O)C(O)C4NC(C)=O)C(OC(C)=O)C3O)C(OC(C)=O)C2O)C(OC(C)=O)C1O,phytocompounds_db,sweet
PMTDB00187,sour; pungent,CC(=O)O,sour,sour,CC(=O)O,phytocompounds_db,sour; pungent
PMTDB00188,pungent,CC(=O)OC1=C(C=C(C=C1)C(C=C)OC(=O)C)OC,undefined,undefined,C=CC(OC(C)=O)c1ccc(OC(C)=O)c(OC)c1,phytocompounds_db,pungent
PMTDB00189,bitter,CC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)OC3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O,bitter,bitter,CC(=O)c1oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c2c(=O)c1-c1ccc(O)cc1,phytocompounds_db,bitter
PMTDB00190,"pungent (irritating, hot, tingling), bitter",CCCCCC=CC=CC(=O)N1CCCCC1,bitter,bitter,CCCCCC=CC=CC(=O)N1CCCCC1,phytocompounds_db,"pungent (irritating, hot, tingling), bitter"
PMTDB00191,bitter,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6O)(C(C5O)OC)O)O)OC)OC)O)COC,bitter,bitter,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,phytocompounds_db,bitter
PMTDB00192,pungent (tingling); bitter,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,bitter,bitter,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,phytocompounds_db,pungent (tingling); bitter
PMTDB00193,bitter,CC1CCC2(CC1=O)C(CC(=O)C2C(C)C)C,bitter,bitter,CC1CCC2(CC1=O)C(C)CC(=O)C2C(C)C,phytocompounds_db,bitter
PMTDB00194,bitter,C1C(C(OC12CN3C(=CC=C3C=O)CO2)CO)O,bitter,bitter,O=Cc1ccc2n1CC1(CC(O)C(CO)O1)OC2,phytocompounds_db,bitter
PMTDB00195,astringent,C1C(C(OC2=C1C(=CC(=C2C3C4C5C6C(COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C(=C1O)O)O)C1=C(C3=C(C(=C1O)O)O)C(=O)O4)C(=O)O5)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,undefined,undefined,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,astringent
